date,hour_et,calls_sold_d-7,puts_sold_d-7,calls_premium_d-7,puts_premium_d-7,calls_sold_d-6,puts_sold_d-6,calls_premium_d-6,puts_premium_d-6,calls_sold_d-5,puts_sold_d-5,calls_premium_d-5,puts_premium_d-5,calls_sold_d-4,puts_sold_d-4,calls_premium_d-4,puts_premium_d-4,calls_sold_d-3,puts_sold_d-3,calls_premium_d-3,puts_premium_d-3,calls_sold_d-2,puts_sold_d-2,calls_premium_d-2,puts_premium_d-2,calls_sold_d-1,puts_sold_d-1,calls_premium_d-1,puts_premium_d-1,calls_sold_d0,puts_sold_d0,calls_premium_d0,puts_premium_d0,calls_sold_d1,puts_sold_d1,calls_premium_d1,puts_premium_d1,calls_sold_d2,puts_sold_d2,calls_premium_d2,puts_premium_d2,calls_sold_d3,puts_sold_d3,calls_premium_d3,puts_premium_d3,calls_sold_d4,puts_sold_d4,calls_premium_d4,puts_premium_d4,calls_sold_d5,puts_sold_d5,calls_premium_d5,puts_premium_d5,calls_sold_d6,puts_sold_d6,calls_premium_d6,puts_premium_d6,calls_sold_d7,puts_sold_d7,calls_premium_d7,puts_premium_d7,spy_prev_close,close,day_of_week,calls_sold_total,puts_sold_total,pc_ratio,imbalance,calls_premium_total,puts_premium_total,dealer_sold_premium_imbalance,ret_next_hour,y_syn,y
2024-01-03,12,539.0,23249.0,193723.99000000002,120559.31,442.0,16984.0,114768.98999999999,166580.63,4806.0,41328.0,859967.59,942476.01,25262.0,60908.0,2679808.06,3212874.76,59644.0,27721.0,3495691.88,2627296.92,31512.0,3679.0,900075.38,567939.4299999999,21173.0,1057.0,240793.22,277611.92000000004,12480.0,1590.0,68877.8,583522.57,2590.0,168.0,6992.9400000000005,71280.11,1329.0,45.0,2393.4900000000002,23766.94,596.0,2.0,645.28,1331.0,1164.0,4.0,1165.0,2805.0,20.0,3.0,20.0,2509.0,32.0,0.0,32.0,0.0,34.0,0.0,34.0,0.0,472.65,470.3,2,161623.0,176738.0,1.0935201054299604,-15115.0,8564989.62,8600553.599999998,0.0020718237427266527,-0.00046247076334260916,FLAT,FLAT
2024-01-03,13,166.0,2899.0,70844.01000000001,8066.4,349.0,28222.0,118811.91,141509.99,1693.0,16942.0,402488.66,189193.75,4786.0,29523.0,762208.3099999999,790101.5499999999,37295.0,52014.0,3198034.29,3021991.98,48826.0,15930.0,2050134.52,1789457.78,27723.0,2229.0,481237.33,415499.52,15264.0,521.0,114666.25,146462.83,10483.0,161.0,38260.29,61775.12,2885.0,218.0,6800.12,102111.20999999999,5490.0,31.0,5846.05,17244.02,1694.0,24.0,1694.0,16560.000000000004,731.0,3.0,731.0,2342.0,162.0,0.0,162.0,0.0,14.0,8.0,14.0,7857.0,472.65,470.0825,2,157561.0,148725.0,0.9439201325204593,8836.0,7251932.739999999,6710173.15,-0.03880214018345051,0.00031015832327305963,FLAT,FLAT
2024-01-03,14,278.0,13001.0,113651.87999999999,31051.43,811.0,47735.0,292238.07,192887.74,1795.0,64783.0,418447.74000000005,815101.47,21876.0,87059.0,2539056.06,2543507.07,85227.0,90179.0,5925778.28,4872102.39,90983.0,35006.0,3550353.3400000003,2998251.7399999998,83569.0,4362.0,1214582.29,710214.88,32092.0,915.0,150924.78,266513.76,13084.0,471.0,31389.35,168659.74,3052.0,318.0,3251.34,146139.05,754.0,20.0,767.22,11281.0,54.0,58.0,54.0,38056.06,35.0,1.0,35.0,737.0,45.0,0.0,45.0,0.0,17.0,7.0,17.0,6689.0,472.65,470.2283,2,333672.0,343915.0,1.0306978110239076,-10243.0,14240591.35,12801192.330000002,-0.05322870107360997,-0.003186324600199454,DOWN,DOWN
2024-01-03,15,610.0,10352.0,207073.48,13817.24,1984.0,28788.0,429226.6,43920.560000000005,7447.0,68780.0,717621.85,487219.0,55037.0,81771.0,2501393.4,2529952.57,69576.0,52009.0,1403075.3599999999,4117979.19,41299.0,8740.0,288715.22,1444675.02,28231.0,2340.0,52469.63,633110.49,8829.0,2639.0,10792.34,986468.78,1109.0,1056.0,1132.11,536874.59,1081.0,487.0,1081.0,296732.67000000004,161.0,77.0,161.0,53114.0,75.0,39.0,75.0,32198.0,27.0,9.0,27.0,8065.0,0.0,3.0,0.0,2824.0,20.0,2.0,20.0,2058.0,472.65,468.73,2,215486.0,257092.0,1.1930798288510944,-41606.0,5612863.989999999,11189009.11,0.33187639775708516,0.0004053506282934681,FLAT,FLAT
2024-01-04,9,40.0,1236.0,27889.9,2409.42,282.0,2088.0,163857.87,6007.6,233.0,17261.0,117056.01000000001,71441.74,226.0,13812.0,88788.28,106438.47,656.0,28014.0,199815.63,464371.97000000003,1484.0,39910.0,310016.42,1231781.42,18635.0,67968.0,2669726.35,3982719.79,59758.0,39491.0,5117574.9,3862256.15,51638.0,13088.0,2351339.17,2046935.69,26320.0,1301.0,555341.9,307731.74,23493.0,330.0,208914.80000000002,106272.25,12900.0,478.0,48103.03,195499.94,4819.0,92.0,8383.9,47243.979999999996,3090.0,30.0,3588.79,18334.96,1184.0,23.0,1184.0,17825.089999999997,468.79,468.92,3,204758.0,225122.0,1.0994539895872226,-20364.0,11871580.95,12467270.21,0.024474830635349398,0.0019854132901134117,UP,UP
2024-01-04,10,55.0,612.0,42608.0,873.98,31.0,2418.0,19959.0,4374.5,217.0,7770.0,125001.36,15788.619999999999,219.0,19631.0,105346.97,70228.62,283.0,34323.0,107707.38,213135.66999999998,1355.0,43327.0,390586.52999999997,588839.62,7726.0,76663.0,1452103.71,1976841.75,43529.0,83933.0,5382148.13,4200961.01,111305.0,51979.0,7875947.24,4569358.62,65673.0,9744.0,2200855.22,1433641.4100000001,26479.0,1390.0,355568.16000000003,314963.72,41656.0,959.0,221983.17,307063.98,5301.0,89.0,11694.369999999999,36877.0,3745.0,49.0,5154.07,25961.050000000003,1785.0,11.0,1865.04,6975.0,468.79,469.851,3,309359.0,332898.0,1.0760895917038906,-23539.0,18298528.35,13765884.550000003,-0.14136057360962492,-0.0002788117935259721,FLAT,FLAT
2024-01-04,11,0.0,779.0,0.0,829.78,5.0,745.0,3679.0,818.94,21.0,1558.0,12856.0,2355.11,37.0,11130.0,18990.0,23666.040000000005,266.0,11373.0,120088.11,37251.29,449.0,28927.0,157551.13,152857.95,3710.0,65512.0,923542.5399999999,793370.08,16484.0,92123.0,2541793.16,2554655.2199999997,71720.0,92180.0,6225813.21,5218370.3,81415.0,38647.0,3569025.88,3766680.68,40345.0,5940.0,733608.36,997363.04,23046.0,1001.0,157416.62,261882.7,6961.0,64.0,18099.51,22953.93,5597.0,91.0,6314.900000000001,40649.0,2954.0,41.0,3005.0,21357.0,468.79,469.72,3,253010.0,350111.0,1.383783249672409,-97101.0,14491783.42,13895061.059999999,-0.021021088145968536,-0.0012518095886911798,DOWN,DOWN
2024-01-04,12,0.0,931.0,0.0,944.0,5.0,204.0,3211.0,304.0,18.0,1075.0,9622.0,2034.69,227.0,8801.0,98308.90000000001,23509.13,252.0,36771.0,88426.47,161499.95,942.0,18802.0,210553.84,181296.38999999998,7095.0,63620.0,1008226.02,1475755.48,42985.0,88277.0,3303320.31,4544195.81,99443.0,58157.0,3755100.59,5902639.94,44255.0,6328.0,616081.97,1091745.62,19294.0,2746.0,99112.65,764601.24,4744.0,898.0,10013.88,346428.86,2055.0,90.0,2509.1,43679.14,1177.0,34.0,1183.04,18845.0,733.0,15.0,743.0,9777.98,468.79,469.132,3,223225.0,286749.0,1.2845738604534234,-63524.0,9206412.77,14567257.230000002,0.22549503126777556,-0.00013215896592006448,FLAT,FLAT
2024-01-04,13,1.0,662.0,732.0,668.0,0.0,206.0,0.0,263.72,0.0,480.0,0.0,528.09,138.0,6278.0,59836.909999999996,12079.82,144.0,6639.0,47277.04,19146.95,302.0,17393.0,69410.93,92398.42,3555.0,28673.0,499751.62,420830.97,39768.0,40948.0,2636064.14,1708385.04,62691.0,17188.0,1521290.0,1739543.7,20033.0,1074.0,150102.47,191816.75,8071.0,3104.0,24358.55,864707.45,1285.0,48.0,1696.07,18446.02,1350.0,5.0,1375.1599999999999,2391.0,84.0,9.0,84.0,5210.0,24.0,46.0,24.0,31306.0,468.79,469.07,3,137446.0,122753.0,0.8930998355725659,14693.0,5012002.890000001,5107721.93,0.009458660359105461,-0.0008314324088088889,DOWN,DOWN
2024-01-04,14,0.0,100.0,0.0,100.0,1.0,1380.0,575.0,1595.02,46.0,501.0,22265.0,552.5699999999999,309.0,2515.0,115838.93000000001,2885.03,480.0,17905.0,131538.58,55758.26,1673.0,24589.0,290096.67,151430.92,34869.0,76803.0,3009051.09,1497825.48,73795.0,78042.0,2418632.22,4525956.59,102433.0,13844.0,959985.63,1784709.32,23682.0,1639.0,72421.49,387198.69,7308.0,757.0,9039.97,241650.41999999998,3338.0,187.0,3361.92,79583.15,1313.0,22.0,1337.04,11582.0,34.0,31.0,34.0,18876.0,5.0,15.0,5.0,10746.04,468.79,468.68,3,249286.0,218330.0,0.8758213457639987,30956.0,7034182.54,8770449.49,0.10985810657939692,-0.003008449261756469,DOWN,DOWN
2024-01-04,15,106.0,114.0,66756.89,114.0,235.0,3737.0,104583.16,3859.78,82.0,5473.0,36412.03,6064.58,143.0,9822.0,40661.93,10926.56,983.0,29246.0,212172.18,66406.89,13739.0,47990.0,1156750.02,405658.72000000003,48719.0,106202.0,2222559.48,2967240.37,70062.0,36621.0,1068670.65,2986920.2,118453.0,7894.0,487126.80000000005,1380498.13,19281.0,1527.0,24888.0,408787.92,6041.0,393.0,6188.12,142400.38999999998,1182.0,367.0,1188.32,160944.99999999997,176.0,32.0,176.0,19003.0,98.0,182.0,98.0,131085.04,6.0,273.0,6.0,210869.08,468.79,467.27,3,279306.0,249873.0,0.8946209533633556,29433.0,5428237.58,8900779.659999998,0.24234335278109806,0.0019258672715988625,UP,UP
2024-01-05,9,24.0,28874.0,18960.0,39409.47,5.0,1787.0,3275.0,3496.52,43.0,3860.0,25359.99,12438.66,1000.0,8124.0,490261.35,54960.81,903.0,14795.0,370295.68000000005,171295.99,1247.0,52115.0,388587.82,1061784.54,3450.0,40241.0,801835.45,1641116.76,19705.0,46326.0,3227352.49,3299167.09,58802.0,44155.0,6376208.11,4675583.93,51889.0,11475.0,3556461.23,1833814.47,51034.0,3272.0,1900106.13,783488.55,29658.0,788.0,572684.41,248194.79,25469.0,497.0,225593.43999999997,198502.91,15795.0,80.0,64025.84,39999.11,5139.0,27.0,11385.82,16046.08,467.28,468.1699,4,264163.0,256416.0,0.9706734099780413,7747.0,18032392.76,14079299.68,-0.12310447627094546,0.004208087704912251,UP,UP
2024-01-05,10,124.0,11235.0,125353.0,11382.4,189.0,1430.0,169853.0,1683.64,36.0,2361.0,28080.02,4315.28,143.0,6045.0,98650.01000000001,15876.529999999999,397.0,20138.0,228406.71,85918.03,790.0,35387.0,377767.97000000003,284845.31,1947.0,34029.0,748069.64,496024.69,5077.0,81899.0,1443037.14,1957343.09,25051.0,78815.0,4891023.57,3333083.93,69259.0,91772.0,9243125.7,6057841.5,121929.0,71605.0,10242944.19,7571765.5600000005,73630.0,12897.0,3402359.03,2061142.1300000001,47072.0,6026.0,1037947.84,1402100.5,20830.0,719.0,217932.86,233583.65,25044.0,305.0,123636.95,128956.06999999999,467.28,470.14,4,391518.0,454663.0,1.1612824953127026,-63145.0,32378187.629999995,23645862.31,-0.15586744138190453,-0.0028714850895477156,DOWN,DOWN
2024-01-05,11,91.0,3236.0,85093.0,3249.98,3.0,3946.0,2475.0,3973.01,16.0,1223.0,11050.0,2383.34,59.0,11598.0,35448.0,35745.700000000004,81.0,27781.0,43513.020000000004,140133.63,277.0,19331.0,127500.93000000001,164104.66,196.0,19816.0,68323.07,289955.15,1476.0,39380.0,370232.16,956289.22,7362.0,67390.0,1198205.5,2849789.84,42309.0,90463.0,4085056.01,6305034.5200000005,68709.0,61463.0,4116217.83,6458822.58,59222.0,12353.0,1647671.96,2018519.47,23691.0,3604.0,291662.31,974509.9099999999,8901.0,640.0,44890.9,212878.30000000002,9211.0,115.0,32621.3,53797.03,467.28,468.79,4,221604.0,362339.0,1.63507427663474,-140735.0,12159960.990000002,20469186.340000004,0.254656527366869,-0.0026664391305275224,DOWN,DOWN
2024-01-05,12,229.0,1692.0,171292.0,1772.86,5.0,615.0,3400.0,890.29,43.0,1471.0,24385.0,3323.76,12.0,15839.0,5761.0,63185.51,307.0,22460.0,116862.47,204587.06999999998,667.0,35878.0,193526.6,574220.39,2800.0,49053.0,517876.13,1525780.6,32570.0,77330.0,3922007.73,4233840.57,73583.0,78642.0,4925571.75,7294419.4799999995,51059.0,24440.0,1773935.92,3441770.0,35518.0,7938.0,528332.56,1795640.89,18245.0,2111.0,116670.09,688895.75,8912.0,617.0,25986.09,245746.22,3651.0,129.0,5790.6900000000005,66365.09,1821.0,132.0,1900.89,74776.36,467.28,467.54,4,229422.0,318347.0,1.3876045017461813,-88925.0,12333298.92,20215214.84,0.24215901156402783,0.0017324720879496951,UP,UP
2024-01-05,13,73.0,857.0,59855.95,863.02,2.0,722.0,1450.0,740.98,57.0,2993.0,34105.0,3438.25,96.0,20391.0,40572.04,75307.58,183.0,12192.0,73835.09,83805.59,739.0,38488.0,188691.39,451570.08,6127.0,65150.0,967286.41,1824670.8,38083.0,78047.0,3888547.71,4079440.39,82531.0,49267.0,4917272.78,3881581.1,60757.0,14811.0,1803758.33,1778424.15,37736.0,6845.0,415555.25,1342477.49,22850.0,1872.0,100488.53,683719.4600000001,5524.0,429.0,7428.76,173444.75,1922.0,89.0,1949.97,50247.94,670.0,219.0,670.0,137935.0,467.28,468.35,4,257350.0,292372.0,1.1360870409942254,-35022.0,12501467.21,14567666.58,0.07633045763596719,-0.003277463435464976,DOWN,DOWN
2024-01-05,14,10.0,2524.0,7594.0,2524.0,144.0,1054.0,111348.99,1120.0,12.0,3578.0,7929.0,3671.8,0.0,2534.0,0.0,4279.89,170.0,8599.0,67149.91,23382.92,464.0,36168.0,122063.89,228889.49,3107.0,61545.0,451772.54,868734.1,22449.0,77120.0,1734668.28,2443049.29,39214.0,91040.0,2148481.25,5153178.81,71624.0,35589.0,2038510.75,3700287.77,38336.0,10086.0,351135.51,1943810.22,17144.0,1091.0,60447.66,311703.68,5725.0,257.0,7394.7,99357.04000000001,580.0,138.0,580.0,72327.95999999999,198.0,74.0,198.0,44066.0,467.28,466.815,4,199177.0,331397.0,1.6638316673076519,-132220.0,7109274.48,14900382.97,0.3539859040377589,0.002452791791180616,UP,UP
2024-01-05,15,273.0,195.0,191047.91999999998,195.0,72.0,1658.0,42677.11,1781.3500000000001,184.0,1562.0,91573.04000000001,1620.52,368.0,6730.0,148435.81,7454.070000000001,989.0,20476.0,290631.75,43530.25,2013.0,39064.0,461981.82999999996,189629.86000000002,11423.0,54432.0,1404848.97,787162.48,59742.0,69871.0,3111038.72,2788244.12,67433.0,36704.0,1028366.01,2794847.14,24107.0,5001.0,73590.3,890537.65,14175.0,5374.0,17970.03,1526170.59,5437.0,1416.0,5599.42,551510.4500000001,3700.0,964.0,3743.2,456780.64,1384.0,449.0,1384.0,256023.37,593.0,427.0,593.0,298122.32,467.28,467.96,4,191893.0,244323.0,1.273225182782732,-52430.0,6873481.11,10593609.81,0.21297929443649952,0.0037823745619284446,UP,UP
2024-01-08,9,12.0,659.0,9780.000000000002,1013.6,3.0,3525.0,2045.0,7197.24,205.0,4040.0,121210.06000000001,11315.47,1009.0,12531.0,529190.9199999999,49888.65,413.0,15654.0,172979.22,113448.23,1161.0,21009.0,364792.92000000004,271561.89,4143.0,44738.0,919560.71,1178206.98,32043.0,75435.0,4768123.33,3718000.36,92647.0,47691.0,8338394.28,3988704.28,83516.0,8947.0,4014261.3899999997,1232548.83,45121.0,1839.0,969556.9,394669.42,20864.0,868.0,170493.61000000002,258732.06,5876.0,335.0,20739.760000000002,138892.01,2921.0,19.0,4734.5,9339.0,3565.0,20.0,4684.42,11991.0,467.92,469.73,0,293499.0,237310.0,0.8085547139860492,56189.0,20410547.020000003,11385509.02,-0.28384142953597963,0.0013411960062163243,UP,UP
2024-01-08,10,81.0,376.0,75492.0,491.84,5.0,1056.0,3990.0,1842.5,58.0,4783.0,40226.979999999996,9576.66,183.0,10908.0,107062.96,31598.859999999997,618.0,15916.0,301284.36,67918.33,980.0,15279.0,392393.11,107502.8,2592.0,37771.0,859361.7200000001,448375.87,9076.0,65799.0,2025015.1199999999,1488582.1,41987.0,99882.0,5641729.04,4521583.35,99839.0,75950.0,7836017.89,5527290.61,71908.0,23742.0,2869987.39,2753675.35,35226.0,6354.0,561601.52,1235571.14,45501.0,603.0,247794.22,167774.03,9950.0,84.0,20754.739999999998,34286.02,2839.0,57.0,3413.32,28428.97,467.92,470.36,0,320843.0,358560.0,1.117555938573952,-37717.0,20986124.369999997,16424498.43,-0.12193397486020671,0.001105323581937252,UP,UP
2024-01-08,11,40.0,93.0,38400.0,106.97,2.0,794.0,1700.0,815.6400000000001,62.0,957.0,46379.0,1507.69,133.0,1016.0,88904.0,2129.13,54.0,9026.0,29482.0,26773.21,232.0,13154.0,105377.0,62437.51,481.0,28302.0,175373.81,206970.16999999998,2461.0,31674.0,608194.54,438642.10000000003,5441.0,65234.0,914726.4,1809259.6199999999,41319.0,87901.0,3910140.21,4836884.86,52650.0,33962.0,2343207.92,3383037.74,20822.0,4083.0,321800.25,711017.84,38672.0,664.0,162143.92,175601.58,2690.0,99.0,5030.17,35740.0,1698.0,13.0,1811.18,5846.0,467.92,470.8799,0,166757.0,276972.0,1.6609317749739985,-110215.0,8752670.399999999,11696770.06,0.1439696927531414,0.001253185791111503,UP,UP
2024-01-08,12,9.0,101.0,9094.0,111.96,7.0,375.0,6290.0,385.26,15.0,2197.0,12006.0,2365.0,28.0,6544.0,19480.0,12756.8,34.0,6729.0,21217.04,14003.37,140.0,18300.0,70330.98,55105.77,503.0,14057.0,204762.72,63389.33,1231.0,35060.0,379273.41000000003,248900.67,5054.0,52062.0,1095024.79,697319.12,20352.0,88739.0,2674579.73,2502903.64,64401.0,79418.0,4218865.62,4582301.95,57280.0,15851.0,1467655.6500000001,1695808.93,32867.0,1233.0,241316.06999999998,240696.62,14286.0,253.0,38353.32,72554.69,1677.0,62.0,2073.88,24179.97,467.92,471.47,0,197884.0,320981.0,1.6220664631773056,-123097.0,10460323.21,10212783.08,-0.011974017185783494,0.0011665641504230455,UP,UP
